,teamname,league,date,blue_side,gamelength,game,result,teamkills,teamdeaths,firstblood,dragons,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,damagetochampions,damagetakenperminute,wardsplaced,wardskilled,controlwardsbought,totalgold,gspd
8710,FlyQuest,LCS,2022-04-10 20:17:23,1,3072,2.0,1,21,16,1.0,4.0,2.0,1.0,9.0,8.0,2.0,1.0,104516.0,2531.9141,182.0,91.0,66.0,95054,-0.0959691
8711,Evil Geniuses,LCS,2022-04-10 20:17:23,0,3072,2.0,0,16,21,0.0,2.0,1.0,2.0,8.0,9.0,1.0,2.0,96942.0,2645.6445,169.0,71.0,52.0,94465,0.0959691
8712,FlyQuest,LCS,2022-04-10 21:33:51,1,2313,3.0,0,9,17,0.0,1.0,0.0,1.0,2.0,10.0,0.0,1.0,60902.0,2947.4968,118.0,66.0,60.0,60264,-0.115113
8713,Evil Geniuses,LCS,2022-04-10 21:33:51,0,2313,3.0,1,17,9,1.0,4.0,1.0,0.0,10.0,2.0,1.0,0.0,95148.0,2463.9689,124.0,65.0,43.0,72355,0.115113
8714,FlyQuest,LCS,2022-04-10 22:35:22,1,2068,4.0,0,5,17,0.0,2.0,0.0,2.0,2.0,11.0,0.0,5.0,58480.0,2660.7737,97.0,36.0,40.0,54642,-0.189336
8715,Evil Geniuses,LCS,2022-04-10 22:35:22,0,2068,4.0,1,17,5,1.0,3.0,2.0,0.0,11.0,2.0,5.0,0.0,68914.0,2903.8491,101.0,46.0,41.0,66765,0.189336
8716,Top Esports,LPL,2022-04-12 09:10:49,0,1653,1.0,0,2,13,0.0,1.0,0.0,1.0,3.0,10.0,0.0,2.0,26607.0,1928.4936,85.0,45.0,37.0,41204,-0.0723323
8717,Victory Five,LPL,2022-04-12 09:10:49,1,1653,1.0,1,13,2,1.0,3.0,1.0,0.0,10.0,3.0,2.0,0.0,37314.0,1926.6062,95.0,55.0,46.0,53961,0.0723323
8718,Top Esports,LPL,2022-04-12 09:58:59,1,1955,2.0,0,9,9,1.0,4.0,1.0,0.0,6.0,6.0,1.0,1.0,52114.0,2362.6189,136.0,53.0,45.0,56657,0.043617
8719,Victory Five,LPL,2022-04-12 09:58:59,0,1955,2.0,1,9,9,0.0,1.0,0.0,1.0,6.0,6.0,1.0,1.0,54274.0,2388.2455,102.0,74.0,47.0,55719,-0.043617
8720,Team Secret,VCS,2022-04-12 10:17:57,1,2117,1.0,1,18,19,1.0,4.0,1.0,1.0,11.0,2.0,3.0,0.0,87933.0,2692.6311,135.0,65.0,50.0,68354,0.0502382
8721,Team Flash,VCS,2022-04-12 10:17:57,0,2117,1.0,0,19,18,0.0,2.0,1.0,1.0,2.0,11.0,0.0,3.0,66926.0,3191.3368,129.0,56.0,50.0,60992,-0.0502382
8722,Top Esports,LPL,2022-04-12 10:53:49,1,2441,3.0,1,22,21,1.0,4.0,3.0,0.0,9.0,4.0,1.0,0.0,86033.0,2960.5981,152.0,77.0,70.0,80569,0.0772076
8723,Victory Five,LPL,2022-04-12 10:53:49,0,2441,3.0,0,21,22,0.0,3.0,0.0,3.0,4.0,9.0,0.0,1.0,86505.0,2653.6665,139.0,73.0,57.0,71368,-0.0772076
8724,Team Flash,VCS,2022-04-12 11:08:08,1,1519,2.0,0,9,19,0.0,1.0,0.0,1.0,2.0,9.0,0.0,1.0,49920.0,2496.2212,71.0,30.0,28.0,42656,-0.213326
8725,Team Secret,VCS,2022-04-12 11:08:08,0,1519,2.0,1,19,9,1.0,3.0,1.0,0.0,9.0,2.0,1.0,0.0,45543.0,2945.8065,81.0,28.0,34.0,53551,0.213326
8726,Victory Five,LPL,2022-04-12 11:54:43,1,1638,4.0,0,7,20,1.0,0.0,0.0,1.0,2.0,11.0,0.0,2.0,45068.0,2667.5092,85.0,47.0,35.0,43599,-0.100845
8727,Top Esports,LPL,2022-04-12 11:54:43,0,1638,4.0,1,20,7,0.0,4.0,1.0,0.0,11.0,2.0,2.0,0.0,55251.0,2527.6923,129.0,50.0,35.0,55986,0.100845
8728,Top Esports,LPL,2022-04-12 12:41:21,0,1728,5.0,1,22,7,1.0,3.0,2.0,0.0,9.0,1.0,1.0,0.0,54940.0,2572.5,87.0,43.0,43.0,60383,0.191863
8729,Victory Five,LPL,2022-04-12 12:41:21,1,1728,5.0,0,7,22,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1.0,46370.0,2558.4028,82.0,39.0,37.0,46954,-0.191863
8730,Luxury Esports,VCS,2022-04-12 12:46:31,1,2021,1.0,0,10,28,1.0,2.0,0.0,1.0,3.0,8.0,0.0,1.0,59408.0,3296.378,105.0,69.0,40.0,55367,-0.0538121
8731,CERBERUS Esports,VCS,2022-04-12 12:46:31,0,2021,1.0,1,28,10,0.0,3.0,1.0,0.0,8.0,3.0,1.0,0.0,89230.0,2847.907,130.0,57.0,46.0,63533,0.0538121
8732,CERBERUS Esports,VCS,2022-04-12 14:05:38,1,2086,2.0,1,23,20,1.0,3.0,0.0,2.0,8.0,8.0,1.0,2.0,100111.0,3084.3049,114.0,71.0,51.0,64696,-0.0157116
8733,Luxury Esports,VCS,2022-04-12 14:05:38,0,2086,2.0,0,20,23,0.0,2.0,2.0,0.0,8.0,8.0,2.0,1.0,80900.0,3623.8159,129.0,39.0,46.0,65440,0.0157116
8734,Royal Never Give Up,LPL,2022-04-13 09:10:01,1,2075,1.0,0,14,20,1.0,3.0,0.0,2.0,4.0,10.0,0.0,2.0,75634.0,3049.9084,121.0,82.0,42.0,58818,-0.0540522
8735,JD Gaming,LPL,2022-04-13 09:10:01,0,2075,1.0,1,20,14,0.0,3.0,2.0,0.0,10.0,4.0,2.0,0.0,87933.0,2906.2843,143.0,62.0,47.0,66757,0.0540522
8736,Saigon Buffalo,VCS,2022-04-13 09:51:05,1,1719,1.0,0,11,34,0.0,2.0,0.0,1.0,1.0,11.0,0.0,3.0,56445.0,3568.9005,71.0,37.0,29.0,47491,-0.28995
8737,Burst The Sky Esports,VCS,2022-04-13 09:51:05,0,1719,1.0,1,34,11,1.0,3.0,1.0,0.0,11.0,1.0,3.0,0.0,79770.0,2936.6841,116.0,37.0,47.0,65538,0.28995
8738,Royal Never Give Up,LPL,2022-04-13 10:05:33,1,1974,2.0,0,13,27,0.0,1.0,0.0,2.0,3.0,11.0,0.0,3.0,92075.0,3237.3252,87.0,49.0,37.0,57345,-0.083495
8739,JD Gaming,LPL,2022-04-13 10:05:33,0,1974,2.0,1,27,13,1.0,3.0,2.0,0.0,11.0,3.0,3.0,0.0,78160.0,3970.1216,112.0,44.0,34.0,65107,0.083495
8740,Burst The Sky Esports,VCS,2022-04-13 10:46:02,1,2536,2.0,1,32,23,0.0,4.0,1.0,1.0,8.0,8.0,2.0,1.0,126810.0,4224.795,196.0,106.0,69.0,78664,-0.0579805
8741,Saigon Buffalo,VCS,2022-04-13 10:46:02,0,2536,2.0,0,23,32,1.0,1.0,1.0,1.0,8.0,8.0,1.0,2.0,141269.0,3743.7066,192.0,84.0,58.0,79161,0.0579805
8742,Royal Never Give Up,LPL,2022-04-13 11:00:10,0,1905,3.0,1,20,8,1.0,4.0,2.0,0.0,9.0,5.0,1.0,0.0,61608.0,2427.937,108.0,58.0,41.0,63369,0.138231
8743,JD Gaming,LPL,2022-04-13 11:00:10,1,1905,3.0,0,8,20,0.0,0.0,0.0,2.0,5.0,9.0,0.0,1.0,46910.0,2680.252,104.0,49.0,42.0,53556,-0.138231
8744,Royal Never Give Up,LPL,2022-04-13 11:52:09,1,1786,4.0,1,18,9,0.0,2.0,1.0,0.0,8.0,3.0,1.0,0.0,55972.0,3020.6271,104.0,47.0,40.0,55483,0.0253149
8745,JD Gaming,LPL,2022-04-13 11:52:09,0,1786,4.0,0,9,18,1.0,2.0,0.0,1.0,3.0,8.0,0.0,1.0,59789.0,2631.9709,108.0,45.0,41.0,48835,-0.0253149
8746,JD Gaming,LPL,2022-04-13 12:44:38,1,1449,5.0,0,8,18,0.0,0.0,0.0,1.0,2.0,9.0,0.0,2.0,30936.0,2114.1201,73.0,39.0,27.0,40490,-0.104413
8747,Royal Never Give Up,LPL,2022-04-13 12:44:38,0,1449,5.0,1,18,8,1.0,3.0,1.0,0.0,9.0,2.0,2.0,0.0,37804.0,2204.9689,70.0,31.0,33.0,49006,0.104413
8748,SBTC Esports,VCS,2022-04-13 12:50:25,1,2295,1.0,0,36,31,1.0,4.0,3.0,0.0,10.0,7.0,2.0,1.0,120700.0,4476.0523,111.0,51.0,59.0,81642,0.126513
8749,GAM Esports,VCS,2022-04-13 12:50:25,0,2295,1.0,1,31,36,0.0,2.0,0.0,3.0,7.0,10.0,1.0,2.0,118715.0,3779.7386,144.0,39.0,44.0,75016,-0.126513
8750,GAM Esports,VCS,2022-04-13 14:10:16,1,1501,2.0,1,30,6,1.0,2.0,1.0,0.0,11.0,0.0,2.0,0.0,72251.0,2894.99,85.0,36.0,29.0,56323,0.278392
8751,SBTC Esports,VCS,2022-04-13 14:10:16,0,1501,2.0,0,6,30,0.0,1.0,0.0,1.0,0.0,11.0,0.0,2.0,45819.0,3568.9807,66.0,30.0,33.0,38005,-0.278392
8752,PSG Talon,PCS,2022-04-14 08:44:41,1,1953,1.0,1,16,5,1.0,4.0,1.0,0.0,9.0,1.0,1.0,0.0,60812.0,2324.8233,111.0,69.0,55.0,65734,0.165844
8753,CTBC Flying Oyster,PCS,2022-04-14 08:44:41,0,1953,1.0,0,5,16,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,41959.0,2345.8372,130.0,50.0,46.0,50712,-0.165844
8754,PSG Talon,PCS,2022-04-14 09:53:53,0,1656,2.0,0,1,12,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,26737.0,2311.3768,97.0,41.0,37.0,39293,-0.144279
8755,CTBC Flying Oyster,PCS,2022-04-14 09:53:53,1,1656,2.0,1,12,1,1.0,4.0,1.0,0.0,7.0,0.0,1.0,0.0,44675.0,1733.6232,86.0,52.0,38.0,50723,0.144279
8756,PSG Talon,PCS,2022-04-14 10:46:28,1,2039,3.0,0,9,21,0.0,1.0,0.0,1.0,3.0,8.0,0.0,1.0,70358.0,3550.358,104.0,49.0,52.0,52372,-0.130815
8757,CTBC Flying Oyster,PCS,2022-04-14 10:46:28,0,2039,3.0,1,21,9,1.0,4.0,1.0,0.0,8.0,3.0,1.0,0.0,93406.0,3047.6116,117.0,56.0,53.0,62161,0.130815
8758,PSG Talon,PCS,2022-04-14 11:47:07,1,1551,4.0,0,5,12,0.0,0.0,0.0,1.0,2.0,9.0,0.0,2.0,35560.0,2593.9265,68.0,36.0,33.0,40533,-0.132775
8759,CTBC Flying Oyster,PCS,2022-04-14 11:47:07,0,1551,4.0,1,12,5,1.0,3.0,1.0,0.0,9.0,2.0,2.0,0.0,46950.0,2112.882,81.0,25.0,29.0,49209,0.132775
8760,Deep Cross Gaming,PCS,2022-04-15 08:44:52,1,1924,1.0,0,8,17,1.0,3.0,0.0,2.0,3.0,9.0,0.0,2.0,47742.0,3383.5759,86.0,59.0,42.0,50654,-0.0850405
8761,J Team,PCS,2022-04-15 08:44:52,0,1924,1.0,1,17,8,0.0,2.0,2.0,0.0,9.0,3.0,2.0,0.0,87529.0,2480.4886,115.0,32.0,47.0,60968,0.0850405
8762,Deep Cross Gaming,PCS,2022-04-15 09:51:54,1,2077,2.0,1,15,8,0.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,42848.0,2309.09,113.0,59.0,38.0,64749,0.180324
8763,J Team,PCS,2022-04-15 09:51:54,0,2077,2.0,0,8,15,1.0,2.0,0.0,1.0,0.0,8.0,0.0,1.0,50766.0,1932.7684,128.0,57.0,52.0,54442,-0.180324
8764,J Team,PCS,2022-04-15 10:55:31,1,2730,3.0,1,13,7,0.0,4.0,1.0,2.0,8.0,6.0,1.0,0.0,70230.0,2235.8462,146.0,80.0,61.0,77906,-0.162362
8765,Deep Cross Gaming,PCS,2022-04-15 10:55:31,0,2730,3.0,0,7,13,1.0,3.0,2.0,1.0,6.0,8.0,0.0,1.0,70418.0,2105.9121,151.0,67.0,59.0,74590,0.162362
8766,J Team,PCS,2022-04-15 12:03:26,0,1837,4.0,1,20,9,1.0,3.0,2.0,0.0,11.0,2.0,3.0,0.0,70572.0,2934.8394,97.0,48.0,52.0,62575,0.112166
8767,Deep Cross Gaming,PCS,2022-04-15 12:03:26,1,1837,4.0,0,8,20,0.0,2.0,0.0,2.0,2.0,11.0,0.0,3.0,50727.0,2960.8057,96.0,35.0,38.0,50238,-0.112166
8768,JD Gaming,LPL,2022-04-16 09:09:05,1,2108,1.0,1,24,18,0.0,4.0,0.0,1.0,9.0,3.0,2.0,0.0,91311.0,2426.9545,112.0,50.0,40.0,68179,-0.00164063
8769,Victory Five,LPL,2022-04-16 09:09:05,0,2108,1.0,0,18,24,1.0,1.0,1.0,0.0,3.0,9.0,0.0,2.0,63539.0,3187.1442,104.0,61.0,49.0,60866,0.00164063
8770,PSG Talon,PCS,2022-04-16 09:16:00,1,2011,1.0,1,14,4,1.0,5.0,1.0,0.0,11.0,2.0,1.0,0.0,62036.0,2090.721,125.0,59.0,54.0,63985,0.181453
8771,J Team,PCS,2022-04-16 09:16:00,0,2011,1.0,0,4,14,0.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,48603.0,2283.3416,108.0,48.0,46.0,52156,-0.181453
8772,Victory Five,LPL,2022-04-16 10:08:34,1,2007,2.0,1,26,10,1.0,3.0,2.0,0.0,11.0,2.0,3.0,0.0,109085.0,3187.7429,118.0,51.0,44.0,70060,0.150944
8773,JD Gaming,LPL,2022-04-16 10:08:34,0,2007,2.0,0,10,26,0.0,2.0,0.0,2.0,2.0,11.0,0.0,3.0,77544.0,3791.8984,111.0,58.0,38.0,55672,-0.150944
8774,PSG Talon,PCS,2022-04-16 10:12:00,1,2365,2.0,0,6,15,1.0,1.0,0.0,1.0,5.0,7.0,0.0,1.0,55850.0,2659.4334,148.0,80.0,56.0,64349,-0.00899316
8775,J Team,PCS,2022-04-16 10:12:00,0,2365,2.0,1,15,6,0.0,5.0,1.0,0.0,7.0,5.0,1.0,0.0,76652.0,2325.5645,151.0,80.0,71.0,70169,0.00899316
8776,Team Secret,VCS,2022-04-16 10:50:29,1,1722,1.0,1,19,7,1.0,2.0,1.0,1.0,7.0,2.0,1.0,0.0,64035.0,2783.2404,97.0,45.0,37.0,56857,0.0503728
8777,CERBERUS Esports,VCS,2022-04-16 10:50:29,0,1722,1.0,0,7,19,0.0,2.0,1.0,1.0,2.0,7.0,0.0,1.0,54267.0,3086.5505,110.0,35.0,56.0,49525,-0.0503728
8778,Victory Five,LPL,2022-04-16 10:59:36,0,2211,3.0,1,34,24,0.0,4.0,1.0,0.0,11.0,5.0,3.0,1.0,109446.0,3371.886,115.0,83.0,48.0,74521,0.0509405
8779,JD Gaming,LPL,2022-04-16 10:59:36,1,2211,3.0,0,24,34,1.0,1.0,0.0,1.0,5.0,11.0,1.0,3.0,91915.0,3609.1723,143.0,62.0,45.0,65929,-0.0509405
8780,J Team,PCS,2022-04-16 11:17:00,1,2498,3.0,0,6,11,1.0,1.0,1.0,1.0,6.0,8.0,0.0,1.0,63404.0,2704.8279,142.0,68.0,68.0,68562,-0.0148898
8781,PSG Talon,PCS,2022-04-16 11:17:00,0,2498,3.0,1,11,6,0.0,5.0,1.0,1.0,8.0,6.0,1.0,0.0,85479.0,2606.3731,158.0,76.0,69.0,73619,0.0148898
8782,CERBERUS Esports,VCS,2022-04-16 11:47:09,1,1578,2.0,0,6,28,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,43459.0,3221.3688,101.0,37.0,46.0,39663,-0.281153
8783,Team Secret,VCS,2022-04-16 11:47:09,0,1578,2.0,1,28,6,1.0,4.0,1.0,0.0,9.0,0.0,1.0,0.0,67717.0,2464.8669,115.0,47.0,42.0,56358,0.281153
8784,JD Gaming,LPL,2022-04-16 11:54:55,1,1481,4.0,0,8,24,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,47960.0,2561.6475,73.0,31.0,28.0,38707,-0.220628
8785,Victory Five,LPL,2022-04-16 11:54:55,0,1481,4.0,1,24,8,1.0,2.0,1.0,0.0,8.0,0.0,1.0,0.0,48775.0,3223.2275,70.0,33.0,31.0,50742,0.220628
8786,J Team,PCS,2022-04-16 12:28:00,1,1798,4.0,1,16,1,1.0,4.0,1.0,0.0,10.0,1.0,2.0,0.0,59184.0,1863.1034,100.0,72.0,45.0,59720,0.187944
8787,PSG Talon,PCS,2022-04-16 12:28:00,0,1798,4.0,0,1,16,0.0,0.0,0.0,1.0,1.0,10.0,0.0,2.0,33122.0,2821.168,117.0,45.0,43.0,46045,-0.187944
8788,Team Secret,VCS,2022-04-16 12:56:24,1,1839,3.0,1,18,11,1.0,2.0,1.0,0.0,10.0,2.0,1.0,0.0,73474.0,2648.4829,99.0,49.0,36.0,60523,0.0652388
8789,CERBERUS Esports,VCS,2022-04-16 12:56:24,0,1839,3.0,0,11,18,0.0,2.0,0.0,1.0,2.0,10.0,0.0,1.0,58919.0,3381.0767,102.0,46.0,48.0,51070,-0.0652388
8790,J Team,PCS,2022-04-16 13:21:00,0,2523,5.0,0,13,14,1.0,4.0,1.0,1.0,8.0,8.0,2.0,2.0,67854.0,2191.1296,138.0,61.0,58.0,71480,-0.0105729
8791,PSG Talon,PCS,2022-04-16 13:21:00,1,2523,5.0,1,14,13,0.0,2.0,1.0,1.0,8.0,8.0,2.0,2.0,72786.0,2617.6694,157.0,69.0,59.0,76357,0.0105729
8792,Estral Esports,LLA,2022-04-16 19:21:25,0,2130,1.0,0,8,21,0.0,2.0,0.0,2.0,3.0,8.0,0.0,1.0,75801.0,3301.8592,176.0,64.0,54.0,56673,-0.0564647
8793,Team Aze,LLA,2022-04-16 19:21:25,1,2130,1.0,1,21,8,1.0,4.0,2.0,0.0,8.0,3.0,1.0,0.0,89318.0,3110.9577,119.0,84.0,48.0,66683,0.0564647
8794,100 Thieves,LCS,2022-04-16 20:06:15,1,1378,1.0,0,2,16,0.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,31995.0,3022.4238,66.0,20.0,29.0,33866,-0.306865
8795,Team Liquid,LCS,2022-04-16 20:06:15,0,1378,1.0,1,16,2,1.0,2.0,1.0,0.0,9.0,1.0,1.0,0.0,51564.0,2244.6009,66.0,24.0,30.0,48178,0.306865
8796,Team Aze,LLA,2022-04-16 20:18:21,1,1554,2.0,0,4,19,0.0,1.0,0.0,1.0,0.0,8.0,0.0,1.0,38978.0,2705.251,77.0,19.0,30.0,39204,-0.232508
8797,Estral Esports,LLA,2022-04-16 20:18:21,0,1554,2.0,1,19,4,1.0,2.0,1.0,0.0,8.0,0.0,1.0,0.0,51246.0,2575.251,76.0,41.0,37.0,52437,0.232508
8798,Team Aze,LLA,2022-04-16 21:06:50,1,1566,3.0,1,19,3,1.0,4.0,0.0,0.0,8.0,2.0,1.0,0.0,47625.0,2272.2989,99.0,34.0,36.0,51329,0.115073
8799,Estral Esports,LLA,2022-04-16 21:06:50,0,1566,3.0,0,3,19,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,33011.0,2559.9234,90.0,31.0,34.0,40419,-0.115073
8800,Team Liquid,LCS,2022-04-16 21:15:48,1,1855,2.0,1,18,8,0.0,4.0,0.0,1.0,9.0,2.0,1.0,0.0,58219.0,2731.1806,109.0,54.0,33.0,60293,0.0624129
8801,100 Thieves,LCS,2022-04-16 21:15:48,0,1855,2.0,0,8,18,1.0,0.0,1.0,0.0,2.0,9.0,0.0,1.0,48606.0,2589.3154,92.0,50.0,44.0,51223,-0.0624129
8802,Team Aze,LLA,2022-04-16 22:00:48,1,2280,4.0,0,16,19,1.0,3.0,1.0,1.0,9.0,8.0,2.0,1.0,78421.0,2854.4737,135.0,57.0,60.0,66206,-0.0392097
8803,Estral Esports,LLA,2022-04-16 22:00:48,0,2280,4.0,1,19,16,0.0,3.0,1.0,1.0,8.0,9.0,1.0,2.0,81687.0,2959.1316,135.0,63.0,49.0,72641,0.0392097
8804,Team Liquid,LCS,2022-04-16 22:05:57,0,1830,3.0,0,3,18,1.0,3.0,0.0,2.0,2.0,11.0,0.0,3.0,32613.0,2815.9344,80.0,48.0,33.0,48685,-0.0771454
8805,100 Thieves,LCS,2022-04-16 22:05:57,1,1830,3.0,1,18,3,0.0,2.0,2.0,0.0,11.0,2.0,3.0,0.0,65290.0,1934.8852,106.0,43.0,35.0,60124,0.0771454
8806,Team Liquid,LCS,2022-04-16 22:59:06,1,1904,4.0,0,5,9,1.0,1.0,1.0,1.0,6.0,8.0,0.0,1.0,33376.0,2032.8151,97.0,48.0,41.0,53882,0.108335
8807,100 Thieves,LCS,2022-04-16 22:59:06,0,1904,4.0,1,9,5,0.0,4.0,1.0,1.0,8.0,6.0,1.0,0.0,39731.0,1749.9265,123.0,57.0,44.0,56327,-0.108335
8808,Team Aze,LLA,2022-04-16 23:04:20,1,2074,5.0,1,14,2,0.0,2.0,1.0,0.0,9.0,3.0,2.0,0.0,67186.0,1831.7936,106.0,75.0,34.0,66151,0.154382
8809,Estral Esports,LLA,2022-04-16 23:04:20,0,2074,5.0,0,2,14,1.0,3.0,0.0,1.0,3.0,9.0,0.0,2.0,34052.0,2640.7232,136.0,49.0,57.0,54109,-0.154382
8810,100 Thieves,LCS,2022-04-16 23:54:44,1,2048,5.0,1,12,9,0.0,3.0,0.0,1.0,7.0,5.0,1.0,0.0,59168.0,2925.5566,120.0,55.0,51.0,60308,-0.0636233
8811,Team Liquid,LCS,2022-04-16 23:54:44,0,2048,5.0,0,9,12,1.0,3.0,1.0,0.0,5.0,7.0,0.0,1.0,67532.0,2598.1055,109.0,63.0,47.0,61286,0.0636233
8812,PSG Talon,PCS,2022-04-17 09:16:00,1,2190,1.0,0,11,14,1.0,1.0,0.0,2.0,3.0,11.0,0.0,3.0,79879.0,3051.2055,121.0,58.0,47.0,60887,-0.0472043
8813,CTBC Flying Oyster,PCS,2022-04-17 09:16:00,0,2190,1.0,1,14,11,0.0,5.0,2.0,0.0,11.0,3.0,3.0,0.0,86883.0,2847.9178,125.0,67.0,51.0,69540,0.0472043
8814,Top Esports,LPL,2022-04-17 09:16:02,0,1594,1.0,1,19,5,0.0,3.0,1.0,0.0,9.0,4.0,1.0,0.0,48023.0,2662.133,76.0,42.0,29.0,51724,0.109692
8815,Royal Never Give Up,LPL,2022-04-17 09:16:02,1,1594,1.0,0,5,19,1.0,1.0,0.0,1.0,4.0,9.0,0.0,1.0,45870.0,2531.6311,72.0,36.0,29.0,41045,-0.109692
8816,Royal Never Give Up,LPL,2022-04-17 10:06:54,0,1864,2.0,1,19,10,0.0,2.0,1.0,0.0,10.0,3.0,2.0,0.0,62881.0,2265.9013,97.0,65.0,39.0,60301,0.111594
8817,Top Esports,LPL,2022-04-17 10:06:54,1,1864,2.0,0,9,19,1.0,3.0,0.0,1.0,3.0,10.0,0.0,2.0,43721.0,2724.367,116.0,52.0,41.0,49924,-0.111594
8818,PSG Talon,PCS,2022-04-17 10:17:00,1,2642,2.0,1,15,6,1.0,3.0,1.0,1.0,6.0,5.0,1.0,0.0,79793.0,2444.3755,174.0,76.0,71.0,76331,-0.0311544
8819,CTBC Flying Oyster,PCS,2022-04-17 10:17:00,0,2642,2.0,0,6,15,0.0,4.0,1.0,1.0,5.0,6.0,0.0,1.0,71725.0,2610.9311,156.0,80.0,64.0,70684,0.0311544
8820,Top Esports,LPL,2022-04-17 10:59:52,1,2177,3.0,0,8,10,0.0,3.0,0.0,1.0,4.0,8.0,0.0,1.0,49792.0,1744.9058,118.0,72.0,59.0,58975,0.00714679
8821,Royal Never Give Up,LPL,2022-04-17 10:59:52,0,2177,3.0,1,10,8,1.0,2.0,1.0,0.0,8.0,4.0,1.0,0.0,33582.0,2063.3716,127.0,57.0,42.0,64339,-0.00714679
8822,CTBC Flying Oyster,PCS,2022-04-17 11:26:00,1,2130,3.0,0,9,12,1.0,1.0,0.0,2.0,2.0,9.0,0.0,1.0,50619.0,2276.3944,145.0,62.0,52.0,57876,-0.0318042
8823,PSG Talon,PCS,2022-04-17 11:26:00,0,2130,3.0,1,12,9,0.0,4.0,2.0,0.0,9.0,2.0,1.0,0.0,61399.0,2086.507,125.0,78.0,61.0,66828,0.0318042
8824,Royal Never Give Up,LPL,2022-04-17 11:56:30,1,2346,4.0,1,19,19,0.0,0.0,3.0,0.0,8.0,9.0,1.0,3.0,78884.0,3051.9693,140.0,69.0,49.0,75346,0.00997567
8825,Top Esports,LPL,2022-04-17 11:56:30,0,2346,4.0,0,19,19,1.0,4.0,0.0,3.0,9.0,8.0,3.0,1.0,87741.0,2643.2992,136.0,64.0,64.0,70479,-0.00997567
8826,PSG Talon,PCS,2022-04-17 12:07:24,1,1498,4.0,0,1,13,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,23526.0,2296.7423,88.0,32.0,39.0,38509,-0.122867
8827,CTBC Flying Oyster,PCS,2022-04-17 12:07:24,0,1498,4.0,1,13,1,1.0,4.0,0.0,0.0,8.0,1.0,1.0,0.0,43581.0,1990.494,92.0,33.0,40.0,47831,0.122867
8828,PSG Talon,PCS,2022-04-17 12:59:38,0,1842,5.0,1,10,4,0.0,5.0,1.0,0.0,6.0,3.0,1.0,0.0,42542.0,1830.9446,115.0,53.0,52.0,55840,0.0607463
8829,CTBC Flying Oyster,PCS,2022-04-17 12:59:38,1,1842,5.0,0,4,10,1.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,31149.0,2003.4202,125.0,54.0,42.0,50927,-0.0607463
8830,Evil Geniuses,LCS,2022-04-17 18:53:22,1,1963,1.0,1,22,8,0.0,0.0,1.0,0.0,10.0,2.0,1.0,0.0,71020.0,2916.9231,102.0,26.0,42.0,61734,0.0525552
8831,Cloud9,LCS,2022-04-17 18:53:22,0,1963,1.0,0,8,22,1.0,5.0,0.0,1.0,2.0,10.0,0.0,1.0,63537.0,3044.3505,84.0,39.0,28.0,56284,-0.0525552
8832,Evil Geniuses,LCS,2022-04-17 20:17:31,1,1708,2.0,1,19,5,0.0,0.0,1.0,0.0,9.0,3.0,1.0,0.0,73888.0,2624.9649,86.0,36.0,31.0,56387,0.19258
8833,Cloud9,LCS,2022-04-17 20:17:31,0,1708,2.0,0,5,19,1.0,3.0,0.0,1.0,3.0,9.0,0.0,1.0,51626.0,3417.0492,85.0,31.0,26.0,46453,-0.19258
8834,Evil Geniuses,LCS,2022-04-17 21:05:29,1,1986,3.0,1,26,14,0.0,2.0,0.0,1.0,10.0,2.0,2.0,0.0,79567.0,3675.8912,113.0,46.0,46.0,62729,0.0357937
8835,Cloud9,LCS,2022-04-17 21:05:29,0,1986,3.0,0,14,26,1.0,2.0,1.0,0.0,2.0,10.0,0.0,2.0,93363.0,3309.0634,105.0,45.0,31.0,54659,-0.0357937
8836,Top Esports,LPL,2022-04-20 09:07:35,1,1773,1.0,0,3,16,0.0,0.0,0.0,0.0,3.0,8.0,0.0,1.0,36600.0,2040.3723,122.0,51.0,52.0,47002,-0.0413546
8837,Victory Five,LPL,2022-04-20 09:07:35,0,1773,1.0,1,16,3,1.0,4.0,0.0,0.0,8.0,3.0,1.0,0.0,42547.0,2167.3096,91.0,73.0,38.0,57524,0.0413546
8838,Top Esports,LPL,2022-04-20 10:00:53,1,2192,2.0,1,24,5,1.0,3.0,1.0,1.0,11.0,4.0,3.0,0.0,74101.0,2481.104,124.0,77.0,53.0,70990,0.0623707
8839,Victory Five,LPL,2022-04-20 10:00:53,0,2192,2.0,0,5,24,0.0,3.0,1.0,1.0,4.0,11.0,0.0,3.0,59161.0,2538.312,146.0,76.0,46.0,61500,-0.0623707
